Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,3,0,0
Monday,Morning,1,1,1
Monday,Evening,3,0,1
Tuesday,Night,2,1,2
Tuesday,Morning,0,3,3
Tuesday,Evening,0,2,3
Wednesday,Night,1,2,1
Wednesday,Morning,0,0,0
Wednesday,Evening,3,2,1
Thursday,Night,1,0,0
Thursday,Morning,0,2,0
Thursday,Evening,0,0,2
Friday,Night,0,3,0
Friday,Morning,3,0,2
Friday,Evening,2,0,2
Saturday,Night,3,2,3
Saturday,Morning,3,0,2
Saturday,Evening,2,1,1
Sunday,Night,2,1,3
Sunday,Morning,2,1,1
Sunday,Evening,2,0,3
Next Monday,Night,1,3,1
Next Monday,Morning,1,0,0
Next Monday,Evening,3,2,1
Next Tuesday,Night,1,2,0
Next Tuesday,Morning,0,1,1
Next Tuesday,Evening,0,0,2
Next Wednesday,Night,3,2,0
Next Wednesday,Morning,2,0,2
Next Wednesday,Evening,2,2,3
Next Thursday,Night,2,0,2
Next Thursday,Morning,3,0,3
Next Thursday,Evening,2,1,1
Next Friday,Night,0,2,3
Next Friday,Morning,0,0,1
Next Friday,Evening,1,3,1
Next Saturday,Night,1,0,1
Next Saturday,Morning,1,3,2
Next Saturday,Evening,1,1,0
Next Sunday,Night,0,0,0
Next Sunday,Morning,2,3,0
Next Sunday,Evening,2,3,2
