Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,2,2,2
Monday,Morning,0,1,0
Monday,Evening,0,2,3
Tuesday,Night,1,2,2
Tuesday,Morning,2,2,0
Tuesday,Evening,0,0,3
Wednesday,Night,2,3,3
Wednesday,Morning,0,0,2
Wednesday,Evening,0,1,0
Thursday,Night,3,3,3
Thursday,Morning,0,2,3
Thursday,Evening,0,2,0
Friday,Night,3,3,2
Friday,Morning,0,1,3
Friday,Evening,0,0,0
Saturday,Night,0,3,3
Saturday,Morning,3,1,0
Saturday,Evening,0,1,3
Sunday,Night,3,2,3
Sunday,Morning,2,0,3
Sunday,Evening,3,1,0
Next Monday,Night,2,1,1
Next Monday,Morning,1,0,1
Next Monday,Evening,1,3,1
Next Tuesday,Night,3,3,2
Next Tuesday,Morning,1,2,2
Next Tuesday,Evening,2,3,1
Next Wednesday,Night,2,1,3
Next Wednesday,Morning,1,2,1
Next Wednesday,Evening,0,0,3
Next Thursday,Night,0,2,2
Next Thursday,Morning,1,2,1
Next Thursday,Evening,0,0,0
Next Friday,Night,1,0,3
Next Friday,Morning,0,2,3
Next Friday,Evening,3,2,0
Next Saturday,Night,3,0,3
Next Saturday,Morning,1,3,3
Next Saturday,Evening,1,3,0
Next Sunday,Night,0,2,0
Next Sunday,Morning,1,0,3
Next Sunday,Evening,0,2,2
