Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,1,1,3
Monday,Morning,0,0,3
Monday,Evening,0,0,2
Tuesday,Night,2,0,1
Tuesday,Morning,1,1,2
Tuesday,Evening,3,0,2
Wednesday,Night,0,2,0
Wednesday,Morning,0,2,2
Wednesday,Evening,0,3,1
Thursday,Night,1,0,2
Thursday,Morning,1,1,3
Thursday,Evening,3,0,3
Friday,Night,3,0,2
Friday,Morning,0,2,3
Friday,Evening,1,0,1
Saturday,Night,0,3,3
Saturday,Morning,0,1,2
Saturday,Evening,1,0,2
Sunday,Night,3,1,2
Sunday,Morning,0,0,1
Sunday,Evening,3,3,3
Next Monday,Night,3,2,3
Next Monday,Morning,2,0,3
Next Monday,Evening,0,1,1
Next Tuesday,Night,3,0,1
Next Tuesday,Morning,3,0,1
Next Tuesday,Evening,0,3,3
Next Wednesday,Night,3,2,0
Next Wednesday,Morning,0,2,0
Next Wednesday,Evening,1,2,3
Next Thursday,Night,1,2,0
Next Thursday,Morning,3,3,2
Next Thursday,Evening,0,3,0
Next Friday,Night,0,3,3
Next Friday,Morning,1,1,2
Next Friday,Evening,1,0,1
Next Saturday,Night,3,0,1
Next Saturday,Morning,3,2,1
Next Saturday,Evening,0,2,3
Next Sunday,Night,2,1,2
Next Sunday,Morning,3,3,0
Next Sunday,Evening,3,2,3
