Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,1,1,0
Monday,Morning,3,3,1
Monday,Evening,2,3,1
Tuesday,Night,2,2,0
Tuesday,Morning,3,2,1
Tuesday,Evening,1,3,1
Wednesday,Night,0,1,1
Wednesday,Morning,2,2,3
Wednesday,Evening,3,0,1
Thursday,Night,0,2,0
Thursday,Morning,2,2,2
Thursday,Evening,0,0,2
Friday,Night,3,3,2
Friday,Morning,3,0,2
Friday,Evening,3,2,2
Saturday,Night,3,2,2
Saturday,Morning,1,2,1
Saturday,Evening,3,2,0
Sunday,Night,1,3,3
Sunday,Morning,1,0,2
Sunday,Evening,0,3,2
Next Monday,Night,2,2,1
Next Monday,Morning,3,3,0
Next Monday,Evening,0,2,2
Next Tuesday,Night,1,1,3
Next Tuesday,Morning,1,1,0
Next Tuesday,Evening,2,0,3
Next Wednesday,Night,3,1,0
Next Wednesday,Morning,2,3,2
Next Wednesday,Evening,3,1,2
Next Thursday,Night,0,3,1
Next Thursday,Morning,1,0,2
Next Thursday,Evening,2,3,0
Next Friday,Night,2,2,2
Next Friday,Morning,2,1,0
Next Friday,Evening,0,3,0
Next Saturday,Night,1,2,0
Next Saturday,Morning,0,1,2
Next Saturday,Evening,1,0,1
Next Sunday,Night,3,1,2
Next Sunday,Morning,1,3,3
Next Sunday,Evening,1,2,3
