Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,0,3,0
Monday,Morning,0,0,0
Monday,Evening,1,2,0
Tuesday,Night,0,2,1
Tuesday,Morning,1,2,1
Tuesday,Evening,3,0,1
Wednesday,Night,3,2,0
Wednesday,Morning,0,1,2
Wednesday,Evening,2,0,2
Thursday,Night,1,0,1
Thursday,Morning,1,0,3
Thursday,Evening,3,0,3
Friday,Night,3,0,2
Friday,Morning,1,1,1
Friday,Evening,1,0,3
Saturday,Night,3,3,2
Saturday,Morning,1,0,1
Saturday,Evening,3,0,0
Sunday,Night,1,3,3
Sunday,Morning,0,3,0
Sunday,Evening,2,3,1
Next Monday,Night,1,0,1
Next Monday,Morning,3,3,0
Next Monday,Evening,3,3,2
Next Tuesday,Night,0,3,1
Next Tuesday,Morning,3,1,0
Next Tuesday,Evening,0,0,3
Next Wednesday,Night,0,1,0
Next Wednesday,Morning,2,1,2
Next Wednesday,Evening,2,1,3
Next Thursday,Night,0,1,0
Next Thursday,Morning,1,1,2
Next Thursday,Evening,2,1,0
Next Friday,Night,0,3,2
Next Friday,Morning,1,0,2
Next Friday,Evening,0,1,2
Next Saturday,Night,0,0,0
Next Saturday,Morning,2,1,0
Next Saturday,Evening,3,1,2
Next Sunday,Night,3,0,3
Next Sunday,Morning,1,2,1
Next Sunday,Evening,0,2,2
