Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,0,3,3
Monday,Morning,2,2,0
Monday,Evening,1,0,2
Tuesday,Night,2,1,0
Tuesday,Morning,0,1,0
Tuesday,Evening,0,1,2
Wednesday,Night,0,2,1
Wednesday,Morning,2,3,0
Wednesday,Evening,0,1,1
Thursday,Night,0,3,2
Thursday,Morning,0,3,3
Thursday,Evening,1,2,1
Friday,Night,0,2,1
Friday,Morning,1,3,2
Friday,Evening,2,1,0
Saturday,Night,1,3,2
Saturday,Morning,3,3,3
Saturday,Evening,0,1,2
Sunday,Night,3,1,2
Sunday,Morning,3,0,0
Sunday,Evening,0,2,0
Next Monday,Night,3,0,0
Next Monday,Morning,3,1,0
Next Monday,Evening,3,3,3
Next Tuesday,Night,3,1,0
Next Tuesday,Morning,0,1,3
Next Tuesday,Evening,2,3,0
Next Wednesday,Night,3,2,0
Next Wednesday,Morning,2,2,2
Next Wednesday,Evening,1,1,0
Next Thursday,Night,1,1,0
Next Thursday,Morning,0,2,1
Next Thursday,Evening,3,1,0
Next Friday,Night,3,1,2
Next Friday,Morning,1,0,1
Next Friday,Evening,0,3,3
Next Saturday,Night,1,0,3
Next Saturday,Morning,0,1,0
Next Saturday,Evening,0,3,1
Next Sunday,Night,2,2,0
Next Sunday,Morning,0,3,0
Next Sunday,Evening,0,3,1
