Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,1,1,1
Monday,Morning,0,0,0
Monday,Evening,1,1,0
Tuesday,Night,1,1,0
Tuesday,Morning,0,0,1
Tuesday,Evening,0,0,0
Wednesday,Night,1,1,0
Wednesday,Morning,0,0,0
Wednesday,Evening,1,0,0
Thursday,Night,1,1,1
Thursday,Morning,1,0,1
Thursday,Evening,1,1,0
Friday,Night,0,1,0
Friday,Morning,1,1,1
Friday,Evening,0,1,1
Saturday,Night,0,1,0
Saturday,Morning,0,1,1
Saturday,Evening,1,1,0
Sunday,Night,1,1,0
Sunday,Morning,0,1,0
Sunday,Evening,1,0,0
Next Monday,Night,0,1,1
Next Monday,Morning,1,1,0
Next Monday,Evening,0,0,0
Next Tuesday,Night,0,1,0
Next Tuesday,Morning,0,0,0
Next Tuesday,Evening,0,1,0
Next Wednesday,Night,1,1,1
Next Wednesday,Morning,1,0,0
Next Wednesday,Evening,0,1,1
Next Thursday,Night,1,0,0
Next Thursday,Morning,1,0,1
Next Thursday,Evening,1,1,1
Next Friday,Night,1,0,1
Next Friday,Morning,1,1,1
Next Friday,Evening,1,0,0
Next Saturday,Night,1,1,1
Next Saturday,Morning,1,0,0
Next Saturday,Evening,1,1,0
Next Sunday,Night,1,0,0
Next Sunday,Morning,0,1,0
Next Sunday,Evening,0,1,0
