Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,3,1,2
Monday,Morning,0,1,2
Monday,Evening,2,1,1
Tuesday,Night,0,2,3
Tuesday,Morning,3,2,1
Tuesday,Evening,1,2,2
Wednesday,Night,3,3,3
Wednesday,Morning,1,2,3
Wednesday,Evening,0,0,1
Thursday,Night,1,0,1
Thursday,Morning,0,1,3
Thursday,Evening,0,2,3
Friday,Night,1,1,3
Friday,Morning,0,2,1
Friday,Evening,3,3,0
Saturday,Night,0,0,0
Saturday,Morning,2,1,0
Saturday,Evening,0,3,2
Sunday,Night,1,1,2
Sunday,Morning,3,1,3
Sunday,Evening,2,1,2
Next Monday,Night,2,1,3
Next Monday,Morning,0,3,2
Next Monday,Evening,3,0,0
Next Tuesday,Night,0,1,0
Next Tuesday,Morning,3,0,1
Next Tuesday,Evening,0,2,1
Next Wednesday,Night,1,3,2
Next Wednesday,Morning,2,1,1
Next Wednesday,Evening,1,0,2
Next Thursday,Night,2,1,3
Next Thursday,Morning,0,0,2
Next Thursday,Evening,3,0,1
Next Friday,Night,3,0,2
Next Friday,Morning,2,2,2
Next Friday,Evening,3,3,2
Next Saturday,Night,0,3,2
Next Saturday,Morning,3,2,3
Next Saturday,Evening,0,0,1
Next Sunday,Night,1,2,0
Next Sunday,Morning,0,2,1
Next Sunday,Evening,2,3,3
