Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,2,0,1
Monday,Morning,3,3,0
Monday,Evening,1,1,3
Tuesday,Night,3,1,0
Tuesday,Morning,3,0,1
Tuesday,Evening,3,0,0
Wednesday,Night,0,3,1
Wednesday,Morning,3,1,0
Wednesday,Evening,3,2,0
Thursday,Night,1,0,0
Thursday,Morning,3,0,1
Thursday,Evening,3,0,1
Friday,Night,2,2,2
Friday,Morning,2,1,2
Friday,Evening,0,0,1
Saturday,Night,2,1,3
Saturday,Morning,3,2,3
Saturday,Evening,1,0,3
Sunday,Night,1,1,2
Sunday,Morning,0,2,2
Sunday,Evening,1,3,1
Next Monday,Night,1,0,1
Next Monday,Morning,3,1,3
Next Monday,Evening,1,0,1
Next Tuesday,Night,3,0,0
Next Tuesday,Morning,0,3,3
Next Tuesday,Evening,2,3,0
Next Wednesday,Night,3,3,3
Next Wednesday,Morning,2,0,1
Next Wednesday,Evening,1,3,3
Next Thursday,Night,0,1,2
Next Thursday,Morning,1,3,0
Next Thursday,Evening,3,0,1
Next Friday,Night,2,0,3
Next Friday,Morning,1,1,1
Next Friday,Evening,0,2,1
Next Saturday,Night,3,3,3
Next Saturday,Morning,1,1,0
Next Saturday,Evening,0,0,0
Next Sunday,Night,3,0,2
Next Sunday,Morning,1,3,0
Next Sunday,Evening,0,1,3
