Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,3,0,1
Monday,Morning,3,2,0
Monday,Evening,3,3,3
Tuesday,Night,2,2,1
Tuesday,Morning,0,2,0
Tuesday,Evening,0,0,3
Wednesday,Night,1,1,0
Wednesday,Morning,0,0,3
Wednesday,Evening,2,3,1
Thursday,Night,1,3,2
Thursday,Morning,2,3,0
Thursday,Evening,3,0,1
Friday,Night,0,3,2
Friday,Morning,2,2,1
Friday,Evening,1,3,1
Saturday,Night,2,1,0
Saturday,Morning,1,0,2
Saturday,Evening,2,0,1
Sunday,Night,1,3,0
Sunday,Morning,0,3,3
Sunday,Evening,1,1,2
Next Monday,Night,2,2,2
Next Monday,Morning,1,3,1
Next Monday,Evening,3,0,1
Next Tuesday,Night,3,3,0
Next Tuesday,Morning,0,3,0
Next Tuesday,Evening,0,0,0
Next Wednesday,Night,3,0,2
Next Wednesday,Morning,1,3,0
Next Wednesday,Evening,0,0,0
Next Thursday,Night,2,2,0
Next Thursday,Morning,0,0,2
Next Thursday,Evening,1,1,0
Next Friday,Night,1,1,3
Next Friday,Morning,0,1,1
Next Friday,Evening,0,0,2
Next Saturday,Night,1,3,3
Next Saturday,Morning,3,1,1
Next Saturday,Evening,2,2,3
Next Sunday,Night,3,1,0
Next Sunday,Morning,0,3,0
Next Sunday,Evening,2,2,1
