Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,2,3,0
Monday,Morning,0,1,1
Monday,Evening,0,3,2
Tuesday,Night,1,2,1
Tuesday,Morning,1,2,0
Tuesday,Evening,1,3,1
Wednesday,Night,3,0,0
Wednesday,Morning,1,0,0
Wednesday,Evening,1,2,2
Thursday,Night,1,3,0
Thursday,Morning,0,3,2
Thursday,Evening,2,2,0
Friday,Night,3,0,0
Friday,Morning,1,2,3
Friday,Evening,1,0,0
Saturday,Night,2,0,3
Saturday,Morning,2,3,2
Saturday,Evening,1,3,2
Sunday,Night,0,2,2
Sunday,Morning,3,3,3
Sunday,Evening,1,3,3
Next Monday,Night,1,3,0
Next Monday,Morning,2,0,0
Next Monday,Evening,1,2,0
Next Tuesday,Night,2,0,1
Next Tuesday,Morning,1,1,2
Next Tuesday,Evening,0,2,1
Next Wednesday,Night,0,0,3
Next Wednesday,Morning,0,3,2
Next Wednesday,Evening,2,3,2
Next Thursday,Night,1,0,2
Next Thursday,Morning,2,0,3
Next Thursday,Evening,0,2,1
Next Friday,Night,1,2,0
Next Friday,Morning,2,1,2
Next Friday,Evening,0,0,1
Next Saturday,Night,0,1,3
Next Saturday,Morning,1,1,3
Next Saturday,Evening,1,2,2
Next Sunday,Night,0,2,2
Next Sunday,Morning,1,2,0
Next Sunday,Evening,2,0,0
