Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,0,0,1
Monday,Morning,0,2,1
Monday,Evening,1,3,0
Tuesday,Night,3,3,0
Tuesday,Morning,1,0,2
Tuesday,Evening,0,1,2
Wednesday,Night,1,2,0
Wednesday,Morning,0,0,2
Wednesday,Evening,1,3,2
Thursday,Night,1,3,1
Thursday,Morning,2,2,3
Thursday,Evening,2,1,2
Friday,Night,3,3,3
Friday,Morning,1,1,0
Friday,Evening,0,1,1
Saturday,Night,0,0,3
Saturday,Morning,0,3,1
Saturday,Evening,2,0,0
Sunday,Night,2,2,1
Sunday,Morning,1,3,2
Sunday,Evening,0,0,1
Next Monday,Night,3,2,2
Next Monday,Morning,2,2,1
Next Monday,Evening,2,2,2
Next Tuesday,Night,0,2,3
Next Tuesday,Morning,1,2,1
Next Tuesday,Evening,0,0,0
Next Wednesday,Night,3,0,3
Next Wednesday,Morning,0,1,3
Next Wednesday,Evening,0,1,3
Next Thursday,Night,1,3,2
Next Thursday,Morning,3,1,2
Next Thursday,Evening,3,3,3
Next Friday,Night,2,2,2
Next Friday,Morning,1,3,2
Next Friday,Evening,2,2,2
Next Saturday,Night,1,1,0
Next Saturday,Morning,1,0,0
Next Saturday,Evening,1,0,0
Next Sunday,Night,0,2,1
Next Sunday,Morning,3,0,0
Next Sunday,Evening,3,3,3
