Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,0,1,0
Monday,Morning,3,2,0
Monday,Evening,2,0,2
Tuesday,Night,1,3,3
Tuesday,Morning,3,3,1
Tuesday,Evening,0,0,2
Wednesday,Night,0,3,3
Wednesday,Morning,0,0,1
Wednesday,Evening,0,2,1
Thursday,Night,2,2,3
Thursday,Morning,2,3,3
Thursday,Evening,0,2,3
Friday,Night,1,0,2
Friday,Morning,3,3,1
Friday,Evening,1,3,0
Saturday,Night,3,0,2
Saturday,Morning,0,3,0
Saturday,Evening,3,2,0
Sunday,Night,2,1,0
Sunday,Morning,2,3,1
Sunday,Evening,2,0,1
Next Monday,Night,3,0,0
Next Monday,Morning,3,3,3
Next Monday,Evening,0,3,0
Next Tuesday,Night,0,1,3
Next Tuesday,Morning,1,1,1
Next Tuesday,Evening,0,2,2
Next Wednesday,Night,3,2,1
Next Wednesday,Morning,0,1,3
Next Wednesday,Evening,2,0,2
Next Thursday,Night,3,0,2
Next Thursday,Morning,0,3,3
Next Thursday,Evening,0,0,0
Next Friday,Night,3,0,3
Next Friday,Morning,0,0,1
Next Friday,Evening,2,0,0
Next Saturday,Night,3,2,3
Next Saturday,Morning,0,1,0
Next Saturday,Evening,2,2,2
Next Sunday,Night,2,3,3
Next Sunday,Morning,1,0,0
Next Sunday,Evening,1,2,3
