Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,1,2,1
Monday,Morning,0,3,2
Monday,Evening,2,3,0
Tuesday,Night,2,2,2
Tuesday,Morning,0,0,3
Tuesday,Evening,3,1,1
Wednesday,Night,2,1,0
Wednesday,Morning,0,0,2
Wednesday,Evening,1,1,3
Thursday,Night,1,3,2
Thursday,Morning,0,3,2
Thursday,Evening,2,0,1
Friday,Night,1,3,0
Friday,Morning,1,3,2
Friday,Evening,2,3,3
Saturday,Night,0,1,3
Saturday,Morning,3,2,3
Saturday,Evening,1,1,3
Sunday,Night,3,1,3
Sunday,Morning,3,3,3
Sunday,Evening,3,0,2
Next Monday,Night,2,3,0
Next Monday,Morning,1,2,2
Next Monday,Evening,1,0,1
Next Tuesday,Night,2,2,2
Next Tuesday,Morning,2,0,0
Next Tuesday,Evening,2,0,3
Next Wednesday,Night,0,0,3
Next Wednesday,Morning,0,0,0
Next Wednesday,Evening,1,0,1
Next Thursday,Night,3,2,2
Next Thursday,Morning,3,2,0
Next Thursday,Evening,0,3,1
Next Friday,Night,0,2,0
Next Friday,Morning,1,3,2
Next Friday,Evening,1,2,0
Next Saturday,Night,1,0,1
Next Saturday,Morning,0,0,1
Next Saturday,Evening,0,1,0
Next Sunday,Night,0,1,0
Next Sunday,Morning,3,3,0
Next Sunday,Evening,0,1,1
