Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,2,0,3
Monday,Morning,3,2,3
Monday,Evening,3,1,1
Tuesday,Night,3,1,2
Tuesday,Morning,2,1,3
Tuesday,Evening,2,0,3
Wednesday,Night,2,2,2
Wednesday,Morning,3,1,0
Wednesday,Evening,1,2,0
Thursday,Night,1,0,1
Thursday,Morning,3,0,3
Thursday,Evening,3,1,0
Friday,Night,2,1,0
Friday,Morning,2,0,1
Friday,Evening,0,0,2
Saturday,Night,3,2,3
Saturday,Morning,2,0,3
Saturday,Evening,3,1,2
Sunday,Night,0,1,0
Sunday,Morning,1,1,2
Sunday,Evening,2,0,2
Next Monday,Night,2,3,0
Next Monday,Morning,3,1,1
Next Monday,Evening,3,1,1
Next Tuesday,Night,1,2,1
Next Tuesday,Morning,1,3,2
Next Tuesday,Evening,1,1,3
Next Wednesday,Night,0,0,0
Next Wednesday,Morning,3,2,0
Next Wednesday,Evening,0,1,2
Next Thursday,Night,0,2,1
Next Thursday,Morning,1,2,1
Next Thursday,Evening,2,3,3
Next Friday,Night,3,0,1
Next Friday,Morning,3,0,1
Next Friday,Evening,0,2,0
Next Saturday,Night,3,3,1
Next Saturday,Morning,0,2,0
Next Saturday,Evening,2,2,1
Next Sunday,Night,2,3,3
Next Sunday,Morning,2,3,3
Next Sunday,Evening,0,1,2
