Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,2,0,0
Monday,Morning,1,2,3
Monday,Evening,1,3,1
Tuesday,Night,3,3,1
Tuesday,Morning,0,2,1
Tuesday,Evening,2,2,0
Wednesday,Night,2,0,2
Wednesday,Morning,2,2,3
Wednesday,Evening,3,2,0
Thursday,Night,1,3,0
Thursday,Morning,1,1,1
Thursday,Evening,1,0,0
Friday,Night,0,2,1
Friday,Morning,0,1,0
Friday,Evening,3,2,3
Saturday,Night,2,3,2
Saturday,Morning,1,0,3
Saturday,Evening,1,1,0
Sunday,Night,3,1,2
Sunday,Morning,0,0,1
Sunday,Evening,3,1,3
Next Monday,Night,2,3,1
Next Monday,Morning,2,1,2
Next Monday,Evening,3,0,3
Next Tuesday,Night,1,2,1
Next Tuesday,Morning,1,1,3
Next Tuesday,Evening,0,1,2
Next Wednesday,Night,1,0,3
Next Wednesday,Morning,2,0,2
Next Wednesday,Evening,3,2,0
Next Thursday,Night,2,2,3
Next Thursday,Morning,0,1,0
Next Thursday,Evening,1,1,0
Next Friday,Night,3,1,0
Next Friday,Morning,1,2,0
Next Friday,Evening,1,1,2
Next Saturday,Night,3,2,1
Next Saturday,Morning,3,3,1
Next Saturday,Evening,1,1,2
Next Sunday,Night,1,3,0
Next Sunday,Morning,0,0,2
Next Sunday,Evening,0,0,3
