Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,1,1,3
Monday,Morning,1,2,2
Monday,Evening,0,1,0
Tuesday,Night,0,2,3
Tuesday,Morning,0,2,3
Tuesday,Evening,0,2,1
Wednesday,Night,2,1,1
Wednesday,Morning,1,0,0
Wednesday,Evening,2,3,1
Thursday,Night,0,2,0
Thursday,Morning,0,3,1
Thursday,Evening,2,3,3
Friday,Night,2,3,0
Friday,Morning,3,0,3
Friday,Evening,3,1,0
Saturday,Night,3,1,3
Saturday,Morning,2,2,1
Saturday,Evening,3,0,1
Sunday,Night,3,3,2
Sunday,Morning,2,1,3
Sunday,Evening,1,1,0
Next Monday,Night,3,2,3
Next Monday,Morning,0,2,0
Next Monday,Evening,3,2,1
Next Tuesday,Night,1,2,1
Next Tuesday,Morning,3,2,2
Next Tuesday,Evening,3,2,2
Next Wednesday,Night,0,3,3
Next Wednesday,Morning,2,3,2
Next Wednesday,Evening,0,3,2
Next Thursday,Night,1,1,0
Next Thursday,Morning,2,3,0
Next Thursday,Evening,2,2,1
Next Friday,Night,3,3,2
Next Friday,Morning,0,1,0
Next Friday,Evening,0,3,2
Next Saturday,Night,3,0,3
Next Saturday,Morning,2,2,0
Next Saturday,Evening,0,0,1
Next Sunday,Night,3,0,0
Next Sunday,Morning,3,2,0
Next Sunday,Evening,1,0,0
