Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,2,0,0
Monday,Morning,2,3,3
Monday,Evening,2,2,3
Tuesday,Night,3,3,0
Tuesday,Morning,3,1,3
Tuesday,Evening,2,2,1
Wednesday,Night,1,2,1
Wednesday,Morning,2,2,1
Wednesday,Evening,0,2,2
Thursday,Night,0,3,3
Thursday,Morning,0,1,2
Thursday,Evening,0,3,2
Friday,Night,2,2,0
Friday,Morning,1,1,2
Friday,Evening,1,3,2
Saturday,Night,0,3,0
Saturday,Morning,1,0,3
Saturday,Evening,1,1,3
Sunday,Night,3,3,0
Sunday,Morning,1,1,2
Sunday,Evening,1,0,2
Next Monday,Night,0,0,1
Next Monday,Morning,3,0,2
Next Monday,Evening,3,0,2
Next Tuesday,Night,1,2,0
Next Tuesday,Morning,1,2,0
Next Tuesday,Evening,3,3,2
Next Wednesday,Night,3,1,2
Next Wednesday,Morning,1,3,2
Next Wednesday,Evening,2,3,1
Next Thursday,Night,0,3,2
Next Thursday,Morning,0,1,1
Next Thursday,Evening,3,1,1
Next Friday,Night,1,2,2
Next Friday,Morning,2,2,2
Next Friday,Evening,1,3,0
Next Saturday,Night,1,2,1
Next Saturday,Morning,3,2,0
Next Saturday,Evening,0,0,1
Next Sunday,Night,2,0,2
Next Sunday,Morning,3,0,1
Next Sunday,Evening,2,2,2
