Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,0,1,1
Monday,Morning,0,1,1
Monday,Evening,3,3,0
Tuesday,Night,2,1,3
Tuesday,Morning,3,1,1
Tuesday,Evening,3,2,2
Wednesday,Night,1,2,3
Wednesday,Morning,2,1,1
Wednesday,Evening,1,0,3
Thursday,Night,1,3,3
Thursday,Morning,1,0,0
Thursday,Evening,1,1,2
Friday,Night,0,1,2
Friday,Morning,0,0,3
Friday,Evening,2,0,1
Saturday,Night,0,3,0
Saturday,Morning,2,1,2
Saturday,Evening,3,1,0
Sunday,Night,3,0,1
Sunday,Morning,1,3,2
Sunday,Evening,0,0,1
Next Monday,Night,2,0,1
Next Monday,Morning,1,1,1
Next Monday,Evening,3,3,3
Next Tuesday,Night,3,1,2
Next Tuesday,Morning,1,1,0
Next Tuesday,Evening,1,3,3
Next Wednesday,Night,0,3,3
Next Wednesday,Morning,1,0,2
Next Wednesday,Evening,1,3,0
Next Thursday,Night,0,2,3
Next Thursday,Morning,3,3,3
Next Thursday,Evening,0,0,2
Next Friday,Night,0,3,2
Next Friday,Morning,0,3,1
Next Friday,Evening,3,1,0
Next Saturday,Night,2,1,0
Next Saturday,Morning,3,1,0
Next Saturday,Evening,3,3,1
Next Sunday,Night,3,1,2
Next Sunday,Morning,0,2,3
Next Sunday,Evening,3,2,2
