Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,0,2,2
Monday,Morning,0,1,1
Monday,Evening,1,2,0
Tuesday,Night,0,0,0
Tuesday,Morning,2,1,1
Tuesday,Evening,0,0,0
Wednesday,Night,2,0,1
Wednesday,Morning,2,1,1
Wednesday,Evening,1,1,1
Thursday,Night,0,0,0
Thursday,Morning,1,0,2
Thursday,Evening,1,2,1
Friday,Night,0,1,2
Friday,Morning,0,1,1
Friday,Evening,0,2,1
Saturday,Night,1,0,0
Saturday,Morning,0,0,1
Saturday,Evening,2,2,2
Sunday,Night,1,2,0
Sunday,Morning,0,0,1
Sunday,Evening,0,1,1
Next Monday,Night,1,2,2
Next Monday,Morning,1,1,2
Next Monday,Evening,2,0,1
Next Tuesday,Night,1,1,2
Next Tuesday,Morning,0,2,1
Next Tuesday,Evening,2,0,1
Next Wednesday,Night,1,0,2
Next Wednesday,Morning,0,2,2
Next Wednesday,Evening,1,2,1
Next Thursday,Night,0,2,0
Next Thursday,Morning,2,1,0
Next Thursday,Evening,0,0,1
Next Friday,Night,0,0,0
Next Friday,Morning,2,0,1
Next Friday,Evening,0,1,2
Next Saturday,Night,2,0,1
Next Saturday,Morning,0,0,1
Next Saturday,Evening,2,0,0
Next Sunday,Night,0,2,0
Next Sunday,Morning,1,0,1
Next Sunday,Evening,0,1,0
