Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,0,1,2
Monday,Morning,0,1,0
Monday,Evening,0,1,2
Tuesday,Night,2,0,0
Tuesday,Morning,1,1,1
Tuesday,Evening,1,0,0
Wednesday,Night,0,0,1
Wednesday,Morning,2,2,1
Wednesday,Evening,1,1,0
Thursday,Night,2,2,2
Thursday,Morning,2,0,0
Thursday,Evening,1,0,2
Friday,Night,1,1,2
Friday,Morning,2,1,0
Friday,Evening,1,1,1
Saturday,Night,2,1,2
Saturday,Morning,2,1,1
Saturday,Evening,2,0,2
Sunday,Night,0,2,0
Sunday,Morning,0,0,2
Sunday,Evening,0,0,1
Next Monday,Night,0,0,0
Next Monday,Morning,1,0,1
Next Monday,Evening,0,1,2
Next Tuesday,Night,2,1,2
Next Tuesday,Morning,2,1,2
Next Tuesday,Evening,2,2,0
Next Wednesday,Night,0,0,2
Next Wednesday,Morning,2,1,1
Next Wednesday,Evening,2,2,1
Next Thursday,Night,1,1,2
Next Thursday,Morning,2,2,2
Next Thursday,Evening,1,2,2
Next Friday,Night,1,0,1
Next Friday,Morning,2,1,1
Next Friday,Evening,0,2,2
Next Saturday,Night,0,0,1
Next Saturday,Morning,1,1,2
Next Saturday,Evening,0,1,1
Next Sunday,Night,0,0,2
Next Sunday,Morning,0,2,1
Next Sunday,Evening,1,2,0
