Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,2,0,0
Monday,Morning,0,1,2
Monday,Evening,2,0,2
Tuesday,Night,2,2,0
Tuesday,Morning,0,1,0
Tuesday,Evening,2,0,1
Wednesday,Night,1,0,2
Wednesday,Morning,2,1,2
Wednesday,Evening,2,1,0
Thursday,Night,2,2,1
Thursday,Morning,2,1,1
Thursday,Evening,0,1,0
Friday,Night,1,1,0
Friday,Morning,0,1,1
Friday,Evening,2,0,2
Saturday,Night,1,1,2
Saturday,Morning,0,2,2
Saturday,Evening,2,1,1
Sunday,Night,0,1,1
Sunday,Morning,2,0,2
Sunday,Evening,2,0,1
Next Monday,Night,1,1,2
Next Monday,Morning,1,0,0
Next Monday,Evening,0,0,0
Next Tuesday,Night,0,1,1
Next Tuesday,Morning,2,0,2
Next Tuesday,Evening,1,0,0
Next Wednesday,Night,1,0,1
Next Wednesday,Morning,2,1,1
Next Wednesday,Evening,1,2,1
Next Thursday,Night,2,2,2
Next Thursday,Morning,0,1,0
Next Thursday,Evening,1,1,2
Next Friday,Night,1,0,1
Next Friday,Morning,1,0,2
Next Friday,Evening,1,1,1
Next Saturday,Night,2,0,0
Next Saturday,Morning,2,0,1
Next Saturday,Evening,1,1,0
Next Sunday,Night,1,0,2
Next Sunday,Morning,0,0,0
Next Sunday,Evening,2,1,2
