Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,2,2,2
Monday,Morning,0,1,0
Monday,Evening,0,1,0
Tuesday,Night,2,1,1
Tuesday,Morning,0,1,2
Tuesday,Evening,1,0,2
Wednesday,Night,1,0,1
Wednesday,Morning,1,1,0
Wednesday,Evening,0,0,2
Thursday,Night,2,0,0
Thursday,Morning,0,1,1
Thursday,Evening,2,2,0
Friday,Night,1,0,1
Friday,Morning,0,2,2
Friday,Evening,1,1,2
Saturday,Night,0,0,2
Saturday,Morning,2,1,2
Saturday,Evening,0,0,0
Sunday,Night,2,0,2
Sunday,Morning,1,2,0
Sunday,Evening,0,1,0
Next Monday,Night,2,0,1
Next Monday,Morning,0,2,2
Next Monday,Evening,1,2,1
Next Tuesday,Night,2,1,1
Next Tuesday,Morning,1,0,0
Next Tuesday,Evening,1,1,0
Next Wednesday,Night,0,0,2
Next Wednesday,Morning,0,2,2
Next Wednesday,Evening,2,1,1
Next Thursday,Night,0,2,0
Next Thursday,Morning,2,2,0
Next Thursday,Evening,2,0,0
Next Friday,Night,0,1,0
Next Friday,Morning,0,1,1
Next Friday,Evening,2,1,0
Next Saturday,Night,1,2,0
Next Saturday,Morning,1,1,1
Next Saturday,Evening,2,2,2
Next Sunday,Night,2,1,2
Next Sunday,Morning,2,0,1
Next Sunday,Evening,2,2,1
