Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,0,0,1
Monday,Morning,0,1,0
Monday,Evening,2,2,0
Tuesday,Night,0,2,0
Tuesday,Morning,2,0,0
Tuesday,Evening,0,0,1
Wednesday,Night,0,1,0
Wednesday,Morning,0,1,1
Wednesday,Evening,0,0,1
Thursday,Night,0,2,0
Thursday,Morning,0,2,1
Thursday,Evening,0,1,1
Friday,Night,0,1,2
Friday,Morning,2,1,0
Friday,Evening,0,1,1
Saturday,Night,0,2,1
Saturday,Morning,1,1,0
Saturday,Evening,0,2,1
Sunday,Night,1,1,1
Sunday,Morning,0,2,1
Sunday,Evening,0,1,0
Next Monday,Night,1,1,1
Next Monday,Morning,1,2,1
Next Monday,Evening,0,1,1
Next Tuesday,Night,1,0,1
Next Tuesday,Morning,0,0,2
Next Tuesday,Evening,2,1,1
Next Wednesday,Night,2,2,2
Next Wednesday,Morning,0,1,0
Next Wednesday,Evening,0,0,2
Next Thursday,Night,1,0,1
Next Thursday,Morning,1,0,2
Next Thursday,Evening,0,0,2
Next Friday,Night,2,1,1
Next Friday,Morning,1,2,0
Next Friday,Evening,1,1,1
Next Saturday,Night,2,0,2
Next Saturday,Morning,2,2,2
Next Saturday,Evening,2,1,0
Next Sunday,Night,0,0,0
Next Sunday,Morning,0,2,2
Next Sunday,Evening,1,1,1
