Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,0,0,1
Monday,Morning,1,1,2
Monday,Evening,2,2,1
Tuesday,Night,1,1,1
Tuesday,Morning,0,0,0
Tuesday,Evening,1,0,0
Wednesday,Night,0,0,2
Wednesday,Morning,1,2,0
Wednesday,Evening,0,1,2
Thursday,Night,0,2,1
Thursday,Morning,1,0,2
Thursday,Evening,1,1,2
Friday,Night,1,2,0
Friday,Morning,2,0,1
Friday,Evening,0,0,0
Saturday,Night,1,0,0
Saturday,Morning,0,2,1
Saturday,Evening,0,2,0
Sunday,Night,1,2,0
Sunday,Morning,0,0,2
Sunday,Evening,0,0,0
Next Monday,Night,1,1,2
Next Monday,Morning,0,2,2
Next Monday,Evening,0,1,2
Next Tuesday,Night,2,1,0
Next Tuesday,Morning,2,1,2
Next Tuesday,Evening,0,1,0
Next Wednesday,Night,0,2,0
Next Wednesday,Morning,1,2,1
Next Wednesday,Evening,2,1,1
Next Thursday,Night,1,1,2
Next Thursday,Morning,1,0,0
Next Thursday,Evening,2,0,2
Next Friday,Night,1,1,0
Next Friday,Morning,0,2,2
Next Friday,Evening,1,0,2
Next Saturday,Night,1,0,0
Next Saturday,Morning,0,2,1
Next Saturday,Evening,1,0,2
Next Sunday,Night,0,0,2
Next Sunday,Morning,1,1,2
Next Sunday,Evening,2,0,0
