Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,2,0,1
Monday,Morning,3,2,2
Monday,Evening,0,0,3
Tuesday,Night,1,2,1
Tuesday,Morning,3,1,0
Tuesday,Evening,2,1,1
Wednesday,Night,3,3,3
Wednesday,Morning,3,2,3
Wednesday,Evening,2,1,2
Thursday,Night,2,0,3
Thursday,Morning,0,1,1
Thursday,Evening,1,1,1
Friday,Night,1,0,2
Friday,Morning,0,0,3
Friday,Evening,2,3,3
Saturday,Night,1,2,1
Saturday,Morning,0,3,1
Saturday,Evening,1,1,1
Sunday,Night,2,3,2
Sunday,Morning,0,3,1
Sunday,Evening,2,2,1
Next Monday,Night,1,3,3
Next Monday,Morning,1,2,1
Next Monday,Evening,2,0,2
Next Tuesday,Night,2,2,2
Next Tuesday,Morning,0,0,2
Next Tuesday,Evening,3,3,0
Next Wednesday,Night,1,1,1
Next Wednesday,Morning,2,0,2
Next Wednesday,Evening,0,3,3
Next Thursday,Night,2,1,0
Next Thursday,Morning,3,2,3
Next Thursday,Evening,3,3,1
Next Friday,Night,3,0,1
Next Friday,Morning,3,0,3
Next Friday,Evening,0,3,0
Next Saturday,Night,2,1,3
Next Saturday,Morning,0,0,3
Next Saturday,Evening,2,2,0
Next Sunday,Night,1,2,3
Next Sunday,Morning,2,2,1
Next Sunday,Evening,1,0,1
