Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,2,1,1
Monday,Morning,2,0,3
Monday,Evening,3,2,1
Tuesday,Night,2,3,0
Tuesday,Morning,1,3,3
Tuesday,Evening,1,2,3
Wednesday,Night,2,0,2
Wednesday,Morning,3,1,0
Wednesday,Evening,0,2,3
Thursday,Night,0,0,0
Thursday,Morning,3,2,2
Thursday,Evening,2,0,2
Friday,Night,2,2,1
Friday,Morning,1,3,2
Friday,Evening,3,1,3
Saturday,Night,3,2,3
Saturday,Morning,0,0,2
Saturday,Evening,1,3,0
Sunday,Night,1,0,1
Sunday,Morning,3,0,1
Sunday,Evening,2,3,2
Next Monday,Night,1,1,2
Next Monday,Morning,1,0,3
Next Monday,Evening,0,2,1
Next Tuesday,Night,0,1,3
Next Tuesday,Morning,0,2,1
Next Tuesday,Evening,3,3,3
Next Wednesday,Night,2,2,0
Next Wednesday,Morning,2,1,0
Next Wednesday,Evening,3,0,2
Next Thursday,Night,3,1,3
Next Thursday,Morning,0,3,3
Next Thursday,Evening,0,0,1
Next Friday,Night,1,1,3
Next Friday,Morning,0,1,0
Next Friday,Evening,1,2,3
Next Saturday,Night,3,0,3
Next Saturday,Morning,1,2,2
Next Saturday,Evening,3,1,3
Next Sunday,Night,3,1,1
Next Sunday,Morning,0,2,1
Next Sunday,Evening,1,3,2
