Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,0,0,0
Monday,Morning,0,3,3
Monday,Evening,0,1,2
Tuesday,Night,3,0,1
Tuesday,Morning,0,1,3
Tuesday,Evening,3,2,2
Wednesday,Night,1,2,3
Wednesday,Morning,2,2,2
Wednesday,Evening,0,3,0
Thursday,Night,2,2,1
Thursday,Morning,1,2,3
Thursday,Evening,0,2,3
Friday,Night,2,1,1
Friday,Morning,0,2,2
Friday,Evening,1,2,3
Saturday,Night,0,1,1
Saturday,Morning,3,1,0
Saturday,Evening,3,1,2
Sunday,Night,2,3,3
Sunday,Morning,2,3,3
Sunday,Evening,1,3,2
Next Monday,Night,2,2,3
Next Monday,Morning,0,2,0
Next Monday,Evening,1,1,0
Next Tuesday,Night,0,2,3
Next Tuesday,Morning,3,0,3
Next Tuesday,Evening,1,2,1
Next Wednesday,Night,3,3,3
Next Wednesday,Morning,1,2,1
Next Wednesday,Evening,0,2,3
Next Thursday,Night,2,2,0
Next Thursday,Morning,3,0,2
Next Thursday,Evening,3,2,1
Next Friday,Night,3,2,2
Next Friday,Morning,3,0,1
Next Friday,Evening,0,0,2
Next Saturday,Night,2,1,0
Next Saturday,Morning,3,0,1
Next Saturday,Evening,3,2,1
Next Sunday,Night,1,0,3
Next Sunday,Morning,2,3,0
Next Sunday,Evening,2,3,0
