Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,0,3,2
Monday,Morning,3,3,3
Monday,Evening,2,0,2
Tuesday,Night,0,3,2
Tuesday,Morning,2,1,3
Tuesday,Evening,2,1,1
Wednesday,Night,1,2,1
Wednesday,Morning,1,0,0
Wednesday,Evening,3,3,2
Thursday,Night,0,2,1
Thursday,Morning,0,3,3
Thursday,Evening,2,0,1
Friday,Night,1,2,1
Friday,Morning,0,1,1
Friday,Evening,3,1,0
Saturday,Night,2,0,3
Saturday,Morning,3,0,1
Saturday,Evening,2,1,1
Sunday,Night,2,2,0
Sunday,Morning,0,2,2
Sunday,Evening,1,3,0
Next Monday,Night,2,2,2
Next Monday,Morning,0,0,3
Next Monday,Evening,2,0,0
Next Tuesday,Night,2,1,2
Next Tuesday,Morning,3,0,0
Next Tuesday,Evening,1,0,3
Next Wednesday,Night,3,2,0
Next Wednesday,Morning,0,2,1
Next Wednesday,Evening,3,2,3
Next Thursday,Night,1,1,3
Next Thursday,Morning,1,0,1
Next Thursday,Evening,0,1,0
Next Friday,Night,1,0,2
Next Friday,Morning,3,3,3
Next Friday,Evening,3,1,3
Next Saturday,Night,0,0,0
Next Saturday,Morning,0,0,1
Next Saturday,Evening,0,0,1
Next Sunday,Night,0,1,1
Next Sunday,Morning,1,0,2
Next Sunday,Evening,0,3,2
