Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,2,3,2
Monday,Morning,2,3,0
Monday,Evening,2,2,3
Tuesday,Night,0,3,0
Tuesday,Morning,0,2,2
Tuesday,Evening,2,2,1
Wednesday,Night,2,0,3
Wednesday,Morning,1,1,0
Wednesday,Evening,3,3,0
Thursday,Night,0,3,3
Thursday,Morning,3,3,1
Thursday,Evening,2,2,3
Friday,Night,2,3,0
Friday,Morning,3,3,0
Friday,Evening,3,3,2
Saturday,Night,2,3,1
Saturday,Morning,0,1,3
Saturday,Evening,1,3,2
Sunday,Night,3,0,0
Sunday,Morning,1,2,0
Sunday,Evening,2,3,3
Next Monday,Night,2,1,1
Next Monday,Morning,0,1,2
Next Monday,Evening,2,0,0
Next Tuesday,Night,0,2,0
Next Tuesday,Morning,3,2,1
Next Tuesday,Evening,3,0,3
Next Wednesday,Night,0,1,3
Next Wednesday,Morning,1,3,3
Next Wednesday,Evening,3,3,2
Next Thursday,Night,1,3,3
Next Thursday,Morning,2,0,1
Next Thursday,Evening,3,0,0
Next Friday,Night,3,0,3
Next Friday,Morning,1,3,0
Next Friday,Evening,3,3,0
Next Saturday,Night,1,0,3
Next Saturday,Morning,1,0,1
Next Saturday,Evening,2,3,3
Next Sunday,Night,2,3,1
Next Sunday,Morning,2,1,1
Next Sunday,Evening,2,2,3
