Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,0,2,1
Monday,Morning,3,2,2
Monday,Evening,3,3,0
Tuesday,Night,1,0,0
Tuesday,Morning,0,3,0
Tuesday,Evening,2,0,2
Wednesday,Night,0,0,0
Wednesday,Morning,1,2,3
Wednesday,Evening,1,0,3
Thursday,Night,1,2,2
Thursday,Morning,3,0,2
Thursday,Evening,3,0,0
Friday,Night,0,0,3
Friday,Morning,3,2,3
Friday,Evening,3,1,1
Saturday,Night,3,3,0
Saturday,Morning,3,1,1
Saturday,Evening,0,0,2
Sunday,Night,1,3,1
Sunday,Morning,2,2,3
Sunday,Evening,3,3,1
Next Monday,Night,1,2,2
Next Monday,Morning,1,1,2
Next Monday,Evening,2,3,2
Next Tuesday,Night,2,1,1
Next Tuesday,Morning,0,0,0
Next Tuesday,Evening,3,0,0
Next Wednesday,Night,3,1,0
Next Wednesday,Morning,1,3,1
Next Wednesday,Evening,1,2,3
Next Thursday,Night,0,3,1
Next Thursday,Morning,2,0,3
Next Thursday,Evening,1,2,3
Next Friday,Night,1,2,2
Next Friday,Morning,0,3,2
Next Friday,Evening,1,2,1
Next Saturday,Night,0,0,1
Next Saturday,Morning,1,3,0
Next Saturday,Evening,3,2,0
Next Sunday,Night,0,0,1
Next Sunday,Morning,1,3,0
Next Sunday,Evening,2,1,3
