Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,0,1,1
Monday,Morning,0,1,0
Monday,Evening,3,1,3
Tuesday,Night,0,0,0
Tuesday,Morning,2,0,0
Tuesday,Evening,1,3,3
Wednesday,Night,0,2,2
Wednesday,Morning,2,2,1
Wednesday,Evening,1,1,3
Thursday,Night,3,3,0
Thursday,Morning,2,3,0
Thursday,Evening,3,2,3
Friday,Night,0,1,0
Friday,Morning,0,2,2
Friday,Evening,3,1,1
Saturday,Night,0,2,1
Saturday,Morning,2,2,2
Saturday,Evening,1,1,2
Sunday,Night,0,2,0
Sunday,Morning,2,3,0
Sunday,Evening,0,3,3
Next Monday,Night,2,1,0
Next Monday,Morning,0,3,0
Next Monday,Evening,2,2,1
Next Tuesday,Night,0,1,2
Next Tuesday,Morning,1,2,0
Next Tuesday,Evening,3,3,0
Next Wednesday,Night,0,1,1
Next Wednesday,Morning,3,1,1
Next Wednesday,Evening,3,2,1
Next Thursday,Night,2,3,2
Next Thursday,Morning,0,2,2
Next Thursday,Evening,0,3,0
Next Friday,Night,1,3,2
Next Friday,Morning,0,2,2
Next Friday,Evening,3,1,0
Next Saturday,Night,3,2,2
Next Saturday,Morning,1,0,3
Next Saturday,Evening,3,0,2
Next Sunday,Night,2,2,2
Next Sunday,Morning,0,2,1
Next Sunday,Evening,0,3,1
