Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,2,0,3
Monday,Morning,2,1,2
Monday,Evening,0,3,0
Tuesday,Night,0,0,0
Tuesday,Morning,3,2,1
Tuesday,Evening,2,1,1
Wednesday,Night,2,0,0
Wednesday,Morning,2,0,3
Wednesday,Evening,0,2,2
Thursday,Night,0,0,2
Thursday,Morning,1,2,0
Thursday,Evening,1,0,1
Friday,Night,1,0,0
Friday,Morning,1,1,2
Friday,Evening,3,3,3
Saturday,Night,2,2,0
Saturday,Morning,3,3,3
Saturday,Evening,2,3,3
Sunday,Night,2,3,2
Sunday,Morning,2,3,3
Sunday,Evening,3,1,0
Next Monday,Night,3,3,3
Next Monday,Morning,2,3,2
Next Monday,Evening,1,2,0
Next Tuesday,Night,2,1,0
Next Tuesday,Morning,0,3,0
Next Tuesday,Evening,1,2,2
Next Wednesday,Night,1,0,2
Next Wednesday,Morning,0,1,3
Next Wednesday,Evening,0,2,3
Next Thursday,Night,0,3,0
Next Thursday,Morning,0,3,3
Next Thursday,Evening,1,2,0
Next Friday,Night,3,3,3
Next Friday,Morning,0,2,2
Next Friday,Evening,0,0,2
Next Saturday,Night,1,0,1
Next Saturday,Morning,3,2,2
Next Saturday,Evening,0,2,2
Next Sunday,Night,3,1,3
Next Sunday,Morning,2,2,1
Next Sunday,Evening,3,1,0
