Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,1,1,0
Monday,Morning,2,2,1
Monday,Evening,3,2,1
Tuesday,Night,3,0,3
Tuesday,Morning,3,4,0
Tuesday,Evening,0,4,3
Wednesday,Night,0,0,2
Wednesday,Morning,4,4,1
Wednesday,Evening,1,4,4
Thursday,Night,3,3,3
Thursday,Morning,0,4,0
Thursday,Evening,2,0,3
Friday,Night,0,1,4
Friday,Morning,4,1,4
Friday,Evening,0,2,1
Saturday,Night,4,0,4
Saturday,Morning,3,0,0
Saturday,Evening,0,4,1
Sunday,Night,3,2,4
Sunday,Morning,4,4,0
Sunday,Evening,0,2,3
Next Monday,Night,1,0,2
Next Monday,Morning,2,0,0
Next Monday,Evening,1,1,3
Next Tuesday,Night,1,4,4
Next Tuesday,Morning,3,2,3
Next Tuesday,Evening,4,3,1
Next Wednesday,Night,1,4,1
Next Wednesday,Morning,4,1,4
Next Wednesday,Evening,2,0,2
Next Thursday,Night,4,3,0
Next Thursday,Morning,3,0,0
Next Thursday,Evening,3,2,2
Next Friday,Night,4,3,2
Next Friday,Morning,2,3,4
Next Friday,Evening,3,0,4
Next Saturday,Night,2,0,2
Next Saturday,Morning,3,0,3
Next Saturday,Evening,1,3,0
Next Sunday,Night,0,3,2
Next Sunday,Morning,4,2,4
Next Sunday,Evening,0,1,2
