Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,1,3,4
Monday,Morning,0,1,0
Monday,Evening,3,0,0
Tuesday,Night,1,3,1
Tuesday,Morning,4,1,0
Tuesday,Evening,0,4,0
Wednesday,Night,4,3,1
Wednesday,Morning,2,2,0
Wednesday,Evening,3,3,0
Thursday,Night,4,0,3
Thursday,Morning,4,4,1
Thursday,Evening,1,0,1
Friday,Night,0,3,1
Friday,Morning,0,3,1
Friday,Evening,3,2,4
Saturday,Night,2,4,1
Saturday,Morning,4,2,1
Saturday,Evening,1,2,1
Sunday,Night,0,4,4
Sunday,Morning,4,4,1
Sunday,Evening,3,0,1
Next Monday,Night,1,1,0
Next Monday,Morning,1,4,1
Next Monday,Evening,1,4,3
Next Tuesday,Night,2,2,0
Next Tuesday,Morning,4,0,0
Next Tuesday,Evening,3,4,0
Next Wednesday,Night,0,1,3
Next Wednesday,Morning,2,4,3
Next Wednesday,Evening,2,4,0
Next Thursday,Night,0,3,0
Next Thursday,Morning,3,4,1
Next Thursday,Evening,2,4,0
Next Friday,Night,3,0,4
Next Friday,Morning,2,1,2
Next Friday,Evening,1,2,3
Next Saturday,Night,2,0,4
Next Saturday,Morning,1,3,0
Next Saturday,Evening,4,3,0
Next Sunday,Night,3,0,3
Next Sunday,Morning,1,4,3
Next Sunday,Evening,2,2,0
