Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,4,4,4
Monday,Morning,4,1,4
Monday,Evening,3,0,4
Tuesday,Night,4,0,3
Tuesday,Morning,1,3,4
Tuesday,Evening,3,4,2
Wednesday,Night,1,1,2
Wednesday,Morning,4,3,2
Wednesday,Evening,3,2,3
Thursday,Night,1,3,2
Thursday,Morning,0,1,2
Thursday,Evening,1,4,3
Friday,Night,0,2,4
Friday,Morning,0,0,1
Friday,Evening,0,2,1
Saturday,Night,2,4,1
Saturday,Morning,1,0,2
Saturday,Evening,4,1,0
Sunday,Night,3,1,2
Sunday,Morning,0,2,4
Sunday,Evening,1,4,3
Next Monday,Night,0,4,1
Next Monday,Morning,3,1,2
Next Monday,Evening,1,2,1
Next Tuesday,Night,1,0,0
Next Tuesday,Morning,0,0,3
Next Tuesday,Evening,0,2,2
Next Wednesday,Night,0,1,1
Next Wednesday,Morning,3,3,0
Next Wednesday,Evening,1,2,2
Next Thursday,Night,4,4,3
Next Thursday,Morning,0,1,2
Next Thursday,Evening,2,2,2
Next Friday,Night,4,1,1
Next Friday,Morning,2,3,1
Next Friday,Evening,3,3,1
Next Saturday,Night,4,4,2
Next Saturday,Morning,3,3,2
Next Saturday,Evening,4,4,0
Next Sunday,Night,4,2,2
Next Sunday,Morning,4,2,0
Next Sunday,Evening,3,3,3
