Sprint Day,Shift,Nurse,Doctor,Admin
Monday,Night,0,1,0
Monday,Morning,1,0,0
Monday,Evening,0,1,0
Tuesday,Night,0,0,0
Tuesday,Morning,1,0,0
Tuesday,Evening,1,0,1
Wednesday,Night,0,1,1
Wednesday,Morning,0,1,1
Wednesday,Evening,1,0,1
Thursday,Night,1,0,1
Thursday,Morning,0,1,1
Thursday,Evening,0,0,0
Friday,Night,0,1,0
Friday,Morning,1,1,0
Friday,Evening,0,1,0
Saturday,Night,0,0,0
Saturday,Morning,0,0,0
Saturday,Evening,0,0,0
Sunday,Night,1,1,1
Sunday,Morning,0,1,1
Sunday,Evening,0,0,0
Next Monday,Night,0,0,0
Next Monday,Morning,1,0,0
Next Monday,Evening,1,0,0
Next Tuesday,Night,0,0,1
Next Tuesday,Morning,0,0,0
Next Tuesday,Evening,1,0,0
Next Wednesday,Night,0,1,1
Next Wednesday,Morning,0,1,0
Next Wednesday,Evening,0,0,1
Next Thursday,Night,0,0,0
Next Thursday,Morning,1,0,0
Next Thursday,Evening,1,1,0
Next Friday,Night,1,1,1
Next Friday,Morning,1,1,1
Next Friday,Evening,1,0,0
Next Saturday,Night,1,1,1
Next Saturday,Morning,1,0,0
Next Saturday,Evening,1,1,1
Next Sunday,Night,1,0,0
Next Sunday,Morning,1,1,1
Next Sunday,Evening,1,0,0
